id_registro,edad,genero,horas_diarias_juego,genero_juego,juego_principal,plataforma_juego,horas_sueno,calidad_sueno,frecuencia_interrupcion_sueno,rendimiento_academico_laboral,promedio_calificaciones,puntaje_productividad,estado_animo,frecuencia_cambios_humor,sintomas_abstinencia,perdida_otros_intereses,continuo_pese_problemas,fatiga_visual,dolor_espalda_cuello,cambio_peso_kg,horas_ejercicio_semanal,puntaje_aislamiento_social,horas_socializacion_presencial,gasto_mensual_juegos_usd,anos_jugando,nivel_riesgo_adiccion
GD0258,27,Masculino,14.2,Strategy,StarCraft II,Multi-plataforma,3.4,Muy Mala,Rara vez,Reprobando,,7,Ansioso,Rara vez,NO,NO,NO,SI,SI,4.4,2.9,9,0,73.8,10,Moderado
GD0259,15,Masculino,15.1,Strategy,Age of Empires,Multi-plataforma,5.7,Regular,Aveces,Deficiente,3.72,,Inquieto,Nunca,NO,NO,NO,SI,SI,1.5,0.7,9,0,435.38,2,Moderado
GD0261,19,Masculino,10.6,MOBA,League of Legends,Consola,5.5,Buena,Siempre,Reprobando,3.07,7,Ansioso,Frecuentemente,SI,SI,NO,NO,NO,2.2,2.5,5,0.3,435.3,1,Severo
GD0262,26,Masculino,3.7,Juegos móviles,PUBG Mobile,PC,5,Regular,Siempre,Bueno,,1,Inquieto,Diariamente,NO,NO,NO,NO,NO,1.8,6.2,3,7.4,18.82,1,Bajo
GD0264,20,Masculino,10.3,MMO,Elder Scrolls Online,Móvil,3.2,Muy Mala,Frecuentemente,Por debajo del promedio,1.53,9,Eufórico,A veces,NO,SI,NO,NO,SI,0.1,4.3,7,4.2,266.35,7,Alto
GD0265,17,Masculino,9.3,RPG,Elden Ring,Consola,4.8,Muy Mala,Frecuentemente,Promedio,1.6,,Ansioso,Rara vez,SI,NO,SI,SI,SI,3.2,6.6,8,4.1,366.44,4,Severo
GD0266,16,Masculino,11.8,Juegos móviles,PUBG Mobile,PC,3.3,Muy Mala,Rara vez,Deficiente,2.69,,Inquieto,Frecuentemente,SI,SI,NO,SI,NO,2.7,4.8,10,1.1,270.57,5,Severo
GD0267,13,Masculino,9.8,RPG,Cyberpunk 2077,Consola,4.5,Mala,Aveces,Por debajo del promedio,2.05,,Inquieto,Rara vez,SI,SI,NO,SI,SI,4.6,6.2,8,2.7,418.07,1,Severo
GD0272,30,Masculino,5,MOBA,Mobile Legends,Multi-plataforma,6.9,Regular,Rara vez,Promedio,,9,Irritable,A veces,NO,NO,NO,SI,NO,1,7.1,4,10.5,106.3,12,Bajo
GD0274,17,Masculino,5.3,FPS,CS:GO,Móvil,6.5,Regular,Aveces,Promedio,2.18,,Eufórico,Nunca,NO,NO,NO,SI,NO,2,6.1,1,6.5,122.21,3,Bajo
GD0276,24,Masculino,7.8,Juegos móviles,Clash of Clans,Móvil,4.8,Mala,Siempre,Por debajo del promedio,,10,Irritable,Diariamente,NO,NO,NO,SI,NO,0.2,5.2,5,7.6,93.67,5,Bajo
GD0279,15,Masculino,8.8,Juegos móviles,Genshin Impact,PC,5.4,Regular,Siempre,Por debajo del promedio,2.6,,Deprimido,Frecuentemente,SI,SI,NO,NO,SI,0.7,7,7,7.1,83.42,1,Severo
GD0280,16,Masculino,1.8,RPG,Skyrim,Móvil,8.5,Regular,Siempre,Bueno,2.01,,Normal,Frecuentemente,NO,NO,NO,NO,NO,0.5,10.1,1,11.8,35,6,Bajo
GD0282,28,Masculino,3.5,Battle Royale,PUBG,Multi-plataforma,6.5,Regular,Siempre,Promedio,,10,Retraído,Rara vez,NO,NO,NO,NO,NO,0.7,7.6,1,7.7,2.01,7,Bajo
GD0283,16,Masculino,9.9,FPS,CS:GO,PC,3.7,Buena,Frecuentemente,Por debajo del promedio,3.99,,Retraído,Nunca,NO,NO,SI,SI,NO,1.9,4.5,5,3.4,257,4,Alto
GD0284,17,Masculino,6.3,FPS,Call of Duty,Consola,5,Regular,Rara vez,Por debajo del promedio,3.66,,Enojado,Rara vez,NO,SI,NO,SI,NO,1.8,7.3,6,10.1,33.48,3,Moderado
GD0285,19,Masculino,8,MOBA,League of Legends,Móvil,5.4,Regular,Aveces,Deficiente,1.09,6,Retraído,Frecuentemente,SI,NO,NO,SI,SI,1,7.1,4,2.9,18.98,8,Moderado
GD0286,22,Masculino,3.8,Battle Royale,Warzone,Consola,5.4,Buena,Siempre,Promedio,1.69,5,Deprimido,Frecuentemente,NO,NO,NO,NO,NO,1,10,3,9.4,31.5,8,Bajo
GD0287,20,Masculino,2.2,MMO,Elder Scrolls Online,Móvil,8.1,Buena,Nunca,Bueno,1.15,5,Emocionado,Rara vez,NO,NO,NO,NO,NO,1.2,8.8,2,12.5,0.65,8,Bajo
GD0288,17,Masculino,3.6,FPS,Overwatch,PC,6.1,Muy Mala,Rara vez,Bueno,1.08,,Inquieto,A veces,NO,NO,NO,NO,NO,0.9,6.4,3,10.2,15.92,5,Bajo
GD0289,21,Masculino,3.7,FPS,CS:GO,PC,6.9,Regular,Frecuentemente,Excelente,2.74,4,Eufórico,Frecuentemente,NO,NO,NO,NO,NO,0.3,6.1,3,7.5,44.68,3,Bajo
GD0291,18,Masculino,6.7,FPS,Call of Duty,PC,3.6,Mala,Nunca,Deficiente,1.39,,Retraído,Rara vez,NO,NO,NO,NO,NO,0.5,7.5,4,5.4,148.22,5,Bajo
GD0292,19,Masculino,4.1,Battle Royale,PUBG,Multi-plataforma,5.3,Regular,Frecuentemente,Por debajo del promedio,2.36,5,Irritable,Nunca,NO,NO,NO,NO,NO,0.4,8.1,2,11.5,36.57,3,Bajo
GD0293,20,Masculino,3.9,MOBA,League of Legends,Móvil,6.7,Buena,Nunca,Por debajo del promedio,3.88,8,Irritable,Frecuentemente,NO,NO,NO,NO,NO,0.1,7,3,12.1,42.46,2,Bajo
GD0294,34,Masculino,2.8,Strategy,StarCraft II,PC,7.1,Buena,Aveces,Excelente,,2,Ansioso,Rara vez,NO,NO,NO,NO,NO,0.9,9.9,2,13.5,4.35,16,Bajo
GD0295,20,Masculino,8.4,MMO,World of Warcraft,Móvil,4.3,Regular,Aveces,Por debajo del promedio,2,4,Enojado,Rara vez,SI,SI,NO,SI,SI,0.9,4.1,5,3,18.07,1,Alto
GD0297,13,Masculino,6.2,MMO,Elder Scrolls Online,Consola,5.7,Muy Mala,Siempre,Promedio,2.61,,Irritable,Frecuentemente,NO,NO,NO,SI,SI,1.1,6.6,4,10.4,75.94,3,Bajo
GD0298,21,Masculino,8.6,MOBA,Dota 2,PC,3.2,Muy Mala,Aveces,Por debajo del promedio,3.75,6,Inquieto,Diariamente,SI,SI,SI,SI,NO,2.8,6.5,8,4.7,394.83,6,Severo
GD0299,20,Masculino,7.6,Battle Royale,Apex Legends,Móvil,5.2,Regular,Rara vez,Deficiente,1.45,7,Deprimido,Rara vez,SI,NO,SI,SI,NO,2.1,5.7,7,3.7,49.2,7,Alto
GD0302,17,Masculino,6.2,MMO,Final Fantasy XIV,PC,6.4,Buena,Nunca,Promedio,3.16,,Ansioso,A veces,NO,SI,NO,NO,SI,1.5,5.9,5,10.2,144.07,5,Moderado
GD0303,18,Masculino,4.9,Strategy,Age of Empires,Móvil,6.3,Mala,Aveces,Bueno,3.45,,Irritable,Frecuentemente,NO,NO,NO,SI,NO,0.3,7.8,4,10.3,65.41,6,Bajo
GD0305,19,Masculino,6.1,RPG,Elden Ring,Consola,6.6,Regular,Aveces,Por debajo del promedio,1.15,1,Eufórico,Nunca,NO,SI,NO,SI,NO,0.1,8.9,3,5.9,96.25,4,Moderado
GD0306,22,Masculino,6,Battle Royale,Warzone,PC,7,Mala,Aveces,Bueno,3.24,5,Ansioso,Nunca,NO,NO,NO,SI,SI,1.6,7,4,7,41.72,10,Bajo
GD0307,19,Masculino,7.8,MMO,World of Warcraft,Multi-plataforma,3.5,Mala,Frecuentemente,Bueno,3.5,10,Retraído,Rara vez,SI,NO,SI,NO,NO,1.5,5.5,4,7.5,58.16,1,Alto
GD0308,19,Masculino,8.2,RPG,Cyberpunk 2077,Móvil,4.4,Insomnio,Siempre,Promedio,3.66,6,Irritable,Nunca,SI,SI,SI,SI,SI,3.2,5.1,5,7.8,54.27,6,Severo
GD0310,16,Masculino,1.9,Juegos móviles,PUBG Mobile,Consola,7.2,Regular,Siempre,Bueno,3.14,,Normal,A veces,NO,NO,NO,NO,NO,0.4,8.2,1,12.6,17.48,3,Bajo
GD0312,19,Masculino,7.1,MOBA,Dota 2,PC,3.3,Regular,Rara vez,Reprobando,3.78,4,Irritable,Rara vez,SI,NO,NO,SI,NO,1.8,5.7,3,6.6,117.05,6,Moderado
GD0314,30,Masculino,3.5,MMO,Elder Scrolls Online,PC,5.1,Regular,Aveces,Promedio,,3,Normal,Diariamente,NO,NO,NO,NO,NO,0.4,6.2,3,8.6,45.36,4,Bajo
GD0315,19,Masculino,6.2,Strategy,Age of Empires,Móvil,6.4,Mala,Frecuentemente,Por debajo del promedio,1.77,1,Ansioso,Rara vez,NO,NO,NO,NO,SI,2.4,8.4,3,9.4,36.33,3,Bajo
GD0317,18,Masculino,3.8,RPG,Elden Ring,PC,5.2,Regular,Siempre,Bueno,3.74,,Ansioso,Rara vez,NO,NO,NO,NO,NO,0.9,9.4,2,13,3.71,8,Bajo
GD0318,21,Masculino,5.3,Juegos móviles,Clash of Clans,Multi-plataforma,6.2,Muy Mala,Rara vez,Promedio,2.24,2,Inquieto,Diariamente,NO,NO,NO,SI,NO,1.4,7.9,3,8.2,11.59,11,Bajo
GD0319,23,Masculino,9.4,Battle Royale,Fortnite,PC,3.5,Regular,Frecuentemente,Deficiente,,6,Normal,Rara vez,NO,SI,SI,SI,NO,4.1,6.7,6,3.1,230.02,4,Severo
GD0320,30,Masculino,8.3,MOBA,Dota 2,PC,3.4,Muy Mala,Aveces,Promedio,,1,Enojado,Diariamente,NO,SI,NO,SI,NO,1.6,7,6,3.1,28.19,1,Moderado
GD0321,13,Masculino,9.4,Juegos móviles,Candy Crush,PC,5.3,Mala,Aveces,Promedio,3.66,,Deprimido,A veces,SI,SI,NO,SI,SI,0.8,5.7,7,3.6,209.9,1,Severo
GD0323,16,Masculino,8.3,RPG,Elden Ring,Multi-plataforma,5.4,Mala,Nunca,Deficiente,1.8,,Eufórico,Nunca,SI,SI,SI,SI,SI,3.1,6.9,3,8.1,15.74,4,Severo
GD0324,30,Masculino,4.4,Strategy,Civilization VI,Multi-plataforma,6.3,Buena,Aveces,Promedio,,2,Ansioso,Rara vez,NO,NO,NO,NO,NO,1.6,7.5,2,10.4,38.23,11,Bajo
GD0325,20,Masculino,10.3,MMO,Final Fantasy XIV,Móvil,5,Mala,Nunca,Deficiente,1.12,4,Ansioso,Rara vez,SI,SI,NO,NO,SI,1.9,4.2,6,4.5,420.51,7,Severo
GD0326,20,Masculino,9.8,RPG,Elden Ring,PC,3.6,Mala,Nunca,Por debajo del promedio,3.74,4,Irritable,Rara vez,SI,SI,NO,NO,NO,0.6,3.6,8,2.9,362.82,7,Severo
GD0328,25,Masculino,0.5,Strategy,Civilization VI,Multi-plataforma,7.7,Regular,Siempre,Bueno,,1,Normal,Diariamente,NO,NO,NO,NO,NO,0.5,8,1,14.1,34.47,3,Bajo
GD0330,24,Masculino,6.8,Battle Royale,PUBG,Móvil,3.6,Insomnio,Siempre,Promedio,,3,Irritable,A veces,SI,SI,NO,NO,NO,2.1,4.9,6,6.6,99.36,6,Alto
GD0333,15,Masculino,6.6,Battle Royale,Warzone,Consola,5,Mala,Nunca,Reprobando,3.68,,Inquieto,Rara vez,SI,SI,NO,SI,NO,0.4,7.4,5,6.2,31.87,2,Alto
GD0334,26,Masculino,0.8,Juegos móviles,Genshin Impact,Multi-plataforma,7.9,Buena,Rara vez,Promedio,,1,Normal,Frecuentemente,NO,NO,NO,NO,NO,0.4,9.9,1,15.4,36.55,9,Bajo
GD0336,26,Masculino,10.4,RPG,Elden Ring,Móvil,4.2,Regular,Siempre,Deficiente,,2,Ansioso,Nunca,NO,NO,SI,SI,NO,2.2,6.5,7,2.6,65.47,14,Alto
GD0337,18,Masculino,3.2,Battle Royale,PUBG,Multi-plataforma,8.2,Buena,Nunca,Promedio,2.45,,Normal,Nunca,NO,NO,NO,NO,NO,0.8,10.2,1,13.9,34.09,2,Bajo
GD0339,19,Masculino,2.6,RPG,Skyrim,Consola,8.7,Buena,Frecuentemente,Bueno,2.62,7,Eufórico,Rara vez,NO,NO,NO,NO,NO,1.1,6.6,2,9.1,27.14,5,Bajo
GD0340,32,Masculino,7.4,RPG,Elden Ring,Multi-plataforma,4.7,Mala,Nunca,Deficiente,,3,Retraído,Frecuentemente,NO,SI,NO,SI,NO,1.8,7.3,5,4.1,110.37,7,Moderado
GD0341,24,Masculino,4,Battle Royale,Apex Legends,Multi-plataforma,6.7,Mala,Rara vez,Deficiente,,5,Irritable,Diariamente,NO,NO,NO,NO,NO,1.5,9.1,3,12.6,1.34,12,Bajo
GD0342,33,Masculino,4.3,MMO,Elder Scrolls Online,Móvil,5.5,Regular,Frecuentemente,Promedio,,10,Enojado,Rara vez,NO,NO,NO,NO,NO,0.2,6.1,3,9.6,2.87,5,Bajo
GD0343,26,Masculino,10.7,Battle Royale,Fortnite,Multi-plataforma,5.6,Mala,Aveces,Reprobando,,7,Inquieto,A veces,SI,NO,SI,NO,NO,5.6,4.3,7,0.6,129.73,5,Severo
GD0344,19,Masculino,5.3,FPS,Call of Duty,Multi-plataforma,6.1,Buena,Frecuentemente,Deficiente,1.18,10,Inquieto,Nunca,NO,NO,NO,SI,NO,1.5,6.3,5,6,116.49,6,Bajo
GD0346,25,Masculino,5.1,FPS,Valorant,Multi-plataforma,6,Muy Mala,Aveces,Por debajo del promedio,,7,Deprimido,Frecuentemente,NO,NO,NO,SI,NO,0.7,9,3,11.5,76.51,10,Bajo
GD0347,17,Masculino,4.2,Strategy,Civilization VI,Consola,6.2,Mala,Aveces,Promedio,3.36,,Normal,A veces,NO,NO,NO,NO,NO,0.9,6.7,3,7.6,10.39,3,Bajo
GD0350,20,Masculino,5.8,Strategy,Age of Empires,PC,6.8,Regular,Rara vez,Promedio,3.2,2,Ansioso,Diariamente,NO,SI,NO,SI,NO,0.9,7.2,4,10.7,131.01,9,Moderado
GD0351,30,Masculino,8.7,Battle Royale,Fortnite,Multi-plataforma,4.6,Regular,Aveces,Por debajo del promedio,,5,Eufórico,Nunca,SI,SI,SI,NO,SI,2.4,4.5,5,3.5,189.93,6,Severo
GD0352,17,Masculino,4.7,Juegos móviles,Candy Crush,PC,5.9,Regular,Frecuentemente,Promedio,1.47,,Inquieto,A veces,NO,NO,NO,NO,NO,2,8.8,3,10.5,21.16,2,Bajo
GD0353,19,Masculino,2.1,FPS,Overwatch,Móvil,7.8,Buena,Rara vez,Por debajo del promedio,2.47,9,Enojado,A veces,NO,NO,NO,NO,NO,0.8,8.8,1,10,14.14,1,Bajo
GD0355,15,Masculino,6.2,Battle Royale,Apex Legends,PC,6.6,Regular,Rara vez,Bueno,1.34,,Normal,Frecuentemente,NO,NO,NO,SI,NO,1.1,6.5,3,4.9,132.44,4,Bajo
GD0357,19,Masculino,5.5,MOBA,Dota 2,Móvil,5.2,Mala,Rara vez,Promedio,3.78,7,Irritable,A veces,NO,SI,NO,SI,SI,1.6,7.4,4,6.2,100.99,4,Moderado
GD0358,21,Masculino,1.7,RPG,Cyberpunk 2077,PC,7.9,Buena,Frecuentemente,Excelente,1.28,4,Deprimido,A veces,NO,NO,NO,NO,NO,0.2,9.3,1,10.9,11.94,1,Bajo
GD0360,18,Masculino,6.5,RPG,Cyberpunk 2077,Consola,3.2,Muy Mala,Rara vez,Reprobando,2.7,,Enojado,Rara vez,SI,NO,NO,NO,NO,0.9,7.6,4,4.3,90.46,3,Moderado
GD0361,19,Masculino,6.6,MOBA,Dota 2,PC,5.8,Muy Mala,Aveces,Promedio,3.91,3,Deprimido,Rara vez,SI,NO,NO,SI,SI,0.2,8.3,4,5.3,111.93,7,Moderado
GD0362,22,Masculino,6.6,MOBA,League of Legends,Móvil,3.9,Mala,Nunca,Deficiente,1.74,9,Irritable,Rara vez,SI,NO,NO,SI,SI,3.4,7.6,5,6.2,22.27,10,Moderado
GD0363,26,Masculino,8.7,MMO,World of Warcraft,Consola,3.1,Mala,Frecuentemente,Deficiente,,3,Irritable,A veces,SI,SI,NO,SI,SI,0.9,7.2,7,1.6,423.75,12,Severo
GD0364,20,Masculino,5.8,Battle Royale,Warzone,Consola,6.1,Mala,Rara vez,Promedio,3.99,9,Inquieto,Frecuentemente,NO,NO,NO,SI,SI,2.1,8.2,4,7.4,50.13,5,Bajo
GD0365,17,Masculino,9.9,Strategy,StarCraft II,Multi-plataforma,4.7,Mala,Nunca,Deficiente,1.4,,Eufórico,A veces,SI,NO,NO,SI,SI,0.7,6.4,6,3.2,162.18,4,Alto
GD0366,15,Masculino,10.4,Strategy,Civilization VI,Multi-plataforma,3.1,Muy Mala,Frecuentemente,Por debajo del promedio,3.03,,Inquieto,Diariamente,SI,NO,NO,SI,SI,2.5,4.9,7,3,157.76,2,Alto
GD0369,19,Masculino,4.7,RPG,Skyrim,PC,6.3,Buena,Nunca,Promedio,2.5,3,Inquieto,A veces,NO,NO,NO,SI,NO,0.1,8.1,2,8.7,123.43,5,Bajo
GD0373,21,Masculino,10.9,MOBA,Mobile Legends,Multi-plataforma,4.2,Mala,Rara vez,Deficiente,3.19,4,Normal,A veces,SI,NO,SI,SI,SI,4.3,5.2,7,1.6,259.23,1,Severo
GD0375,15,Masculino,2.9,Strategy,StarCraft II,Móvil,8.5,Regular,Nunca,Bueno,3.68,,Emocionado,Nunca,NO,NO,NO,NO,NO,0.6,9,2,13.3,34.24,5,Bajo
GD0376,23,Masculino,7.4,Juegos móviles,Candy Crush,Móvil,4.3,Insomnio,Frecuentemente,Por debajo del promedio,,8,Ansioso,Rara vez,SI,NO,NO,NO,SI,3.7,5.9,2,6.5,65.5,2,Moderado
GD0377,22,Masculino,6.4,Juegos móviles,Genshin Impact,Consola,6.5,Buena,Frecuentemente,Excelente,3.49,2,Inquieto,Rara vez,NO,SI,NO,NO,SI,0.1,7.2,3,5.3,138.19,2,Moderado
GD0378,18,Masculino,6.4,RPG,Elden Ring,PC,6,Mala,Siempre,Promedio,2.09,,Eufórico,Frecuentemente,NO,NO,NO,NO,NO,2.1,8.1,3,7.5,122.38,4,Bajo
GD0380,18,Masculino,6.5,Strategy,StarCraft II,Móvil,4.6,Mala,Siempre,Reprobando,3.7,,Enojado,A veces,NO,SI,NO,SI,NO,3.3,8,3,8.7,117.74,8,Moderado
GD0381,17,Masculino,5.2,FPS,CS:GO,Multi-plataforma,6.4,Regular,Frecuentemente,Excelente,2.22,,Enojado,A veces,NO,NO,NO,SI,NO,0.9,7.8,2,9.1,115.04,4,Bajo
GD0383,18,Masculino,7.1,Strategy,Age of Empires,Móvil,4.3,Mala,Frecuentemente,Por debajo del promedio,3.79,,Irritable,Diariamente,SI,NO,NO,SI,SI,0.7,8.1,5,7.2,70.71,6,Moderado
GD0385,18,Masculino,4.5,MMO,World of Warcraft,PC,5,Regular,Siempre,Promedio,2.29,,Inquieto,Frecuentemente,NO,NO,NO,NO,NO,3.4,9.5,1,11.2,2.07,6,Bajo
GD0388,18,Masculino,5.2,MOBA,Dota 2,Móvil,5.7,Regular,Nunca,Bueno,3.09,,Irritable,A veces,NO,NO,NO,NO,NO,0,7.6,4,11.4,67.5,5,Bajo
GD0392,26,Masculino,7.4,MOBA,Mobile Legends,Móvil,4.1,Mala,Aveces,Por debajo del promedio,,7,Eufórico,Diariamente,SI,SI,NO,SI,SI,1.8,8.4,3,8.5,61.67,16,Alto
GD0393,19,Masculino,9.3,FPS,Overwatch,Multi-plataforma,3,Mala,Siempre,Deficiente,1.42,8,Deprimido,A veces,NO,NO,NO,SI,SI,4.5,7.2,5,2.4,232.19,8,Moderado
GD0396,19,Masculino,5.8,Juegos móviles,Genshin Impact,Móvil,5.7,Regular,Siempre,Promedio,2.61,5,Ansioso,A veces,NO,SI,NO,SI,SI,0.5,6.5,4,5,96.56,5,Moderado
GD0397,13,Masculino,6.4,MMO,World of Warcraft,Multi-plataforma,5.5,Buena,Aveces,Promedio,3.75,,Irritable,Frecuentemente,NO,SI,NO,NO,SI,0.3,5.3,4,5.1,65.67,2,Moderado
GD0398,21,Masculino,12.6,Strategy,StarCraft II,Móvil,5.7,Muy Mala,Rara vez,Por debajo del promedio,3.67,1,Ansioso,Rara vez,SI,NO,NO,SI,SI,1.9,4.1,9,0,242.51,10,Alto
GD0399,23,Masculino,8.9,Strategy,StarCraft II,Multi-plataforma,3.5,Mala,Siempre,Deficiente,,1,Ansioso,Nunca,NO,NO,SI,NO,SI,0,6.7,5,6.7,277.78,3,Alto
GD0401,20,Masculino,7.7,MOBA,League of Legends,Móvil,4.7,Muy Mala,Siempre,Reprobando,2.46,7,Inquieto,Frecuentemente,NO,SI,SI,SI,NO,2.5,4.9,3,3,65.22,2,Alto
GD0403,19,Masculino,4.6,Strategy,Civilization VI,Consola,5.9,Regular,Siempre,Bueno,2.32,9,Eufórico,Nunca,NO,NO,NO,SI,NO,2.4,6.3,3,7.6,18.38,6,Bajo
GD0404,23,Masculino,6.4,MMO,World of Warcraft,PC,6.7,Mala,Aveces,Deficiente,,4,Irritable,A veces,NO,NO,NO,SI,SI,2.7,5.5,3,7.9,22.81,7,Bajo
GD0405,15,Masculino,10,Battle Royale,Fortnite,PC,3.8,Muy Mala,Frecuentemente,Promedio,1.3,,Ansioso,Rara vez,SI,SI,NO,SI,SI,3.2,5.7,5,5.9,226.85,5,Severo
GD0406,20,Masculino,13.3,MMO,Final Fantasy XIV,Consola,5,Mala,Nunca,Deficiente,1.11,2,Irritable,Diariamente,SI,NO,NO,SI,SI,2.8,3.8,8,0.6,434.02,4,Alto
GD0407,18,Masculino,10.4,RPG,Elden Ring,Móvil,4.7,Muy Mala,Frecuentemente,Por debajo del promedio,3.15,,Ansioso,Nunca,SI,NO,SI,SI,SI,0.3,6,8,0.1,246.69,8,Severo
GD0413,16,Masculino,4.8,FPS,Call of Duty,PC,6.8,Regular,Aveces,Por debajo del promedio,2.17,,Normal,Diariamente,NO,NO,NO,NO,NO,2,6.5,5,11.4,101.85,4,Bajo
GD0416,17,Masculino,7.5,FPS,Valorant,PC,5,Mala,Rara vez,Deficiente,1.24,,Inquieto,Rara vez,NO,SI,NO,SI,NO,1.1,6.9,2,6.7,135.83,2,Moderado
GD0417,17,Masculino,6.2,MOBA,League of Legends,Multi-plataforma,5.5,Buena,Nunca,Por debajo del promedio,1.68,,Deprimido,Nunca,NO,NO,NO,NO,SI,1.7,7.6,4,9,145.5,3,Bajo
GD0418,16,Masculino,8.3,MOBA,Dota 2,Consola,5.5,Mala,Aveces,Deficiente,2.24,,Ansioso,Frecuentemente,NO,SI,SI,SI,SI,2,6.9,4,8,14.14,1,Alto
GD0420,16,Masculino,4,MMO,World of Warcraft,Multi-plataforma,6.4,Buena,Nunca,Excelente,2.79,,Eufórico,Frecuentemente,NO,NO,NO,NO,NO,1.7,6.5,3,10,37.75,5,Bajo
GD0421,19,Masculino,1.3,Strategy,Age of Empires,PC,8.2,Regular,Nunca,Excelente,2.8,2,Retraído,Frecuentemente,NO,NO,NO,NO,NO,0.1,9.4,1,15.9,18.98,5,Bajo
GD0422,23,Masculino,8.6,Juegos móviles,PUBG Mobile,Multi-plataforma,5.7,Mala,Nunca,Promedio,,5,Enojado,Nunca,SI,NO,SI,SI,NO,4.9,7.2,5,3.4,96.61,9,Severo
GD0425,20,Masculino,7.3,MMO,Elder Scrolls Online,Multi-plataforma,3.1,Muy Mala,Aveces,Deficiente,3.71,6,Irritable,Diariamente,NO,SI,NO,SI,NO,0.7,5.5,4,4.9,30.38,2,Moderado
GD0427,29,Masculino,4.2,FPS,Call of Duty,Consola,6.6,Buena,Frecuentemente,Bueno,,3,Deprimido,Nunca,NO,NO,NO,NO,NO,0.7,8.6,1,7.5,28.17,8,Bajo
GD0428,22,Masculino,2.5,MOBA,League of Legends,PC,7.4,Buena,Nunca,Excelente,1.17,1,Eufórico,Frecuentemente,NO,NO,NO,NO,NO,2,10.4,3,12.8,40.43,12,Bajo
GD0430,29,Masculino,6,Juegos móviles,Genshin Impact,PC,6.5,Buena,Nunca,Por debajo del promedio,,1,Eufórico,Frecuentemente,NO,NO,NO,SI,NO,0.5,6,1,5.8,109.61,16,Bajo
GD0431,22,Masculino,5,Juegos móviles,Genshin Impact,Consola,5.8,Regular,Nunca,Promedio,3.16,4,Inquieto,Rara vez,NO,NO,NO,NO,NO,0.1,6,4,9,89.73,5,Bajo
GD0433,20,Masculino,4.5,FPS,CS:GO,PC,5.8,Regular,Frecuentemente,Excelente,3.73,9,Normal,Diariamente,NO,NO,NO,SI,NO,0.8,7.2,5,6.3,135.01,6,Bajo
GD0434,18,Masculino,3.8,Juegos móviles,Clash of Clans,Móvil,5.2,Regular,Frecuentemente,Promedio,3.04,,Inquieto,Diariamente,NO,NO,NO,NO,NO,1.1,9.9,2,8,21.62,6,Bajo
GD0435,17,Masculino,7.8,Juegos móviles,PUBG Mobile,Móvil,5.7,Insomnio,Nunca,Por debajo del promedio,2.53,,Normal,Frecuentemente,SI,NO,SI,SI,SI,0.9,6.2,6,4.5,147.2,4,Alto
GD0436,20,Masculino,5.3,FPS,Overwatch,Móvil,6.9,Regular,Nunca,Bueno,3.49,5,Normal,A veces,NO,NO,NO,SI,NO,1.7,5.6,3,9.6,97.04,7,Bajo
GD0437,23,Masculino,4.6,MOBA,League of Legends,Multi-plataforma,5.4,Regular,Nunca,Bueno,,5,Inquieto,Nunca,NO,NO,NO,SI,NO,6.5,9,4,9.7,74.83,7,Bajo
GD0438,22,Masculino,3.7,Battle Royale,PUBG,PC,5.3,Buena,Siempre,Promedio,2.31,9,Ansioso,A veces,NO,NO,NO,NO,NO,2.5,7.1,1,12.2,13.27,2,Bajo
GD0443,14,Masculino,11.4,FPS,Call of Duty,Multi-plataforma,4.8,Muy Mala,Aveces,Reprobando,2.61,,Eufórico,Diariamente,NO,SI,NO,SI,SI,5.3,3.2,6,3.2,237.13,3,Alto
GD0444,17,Masculino,2.5,FPS,Overwatch,Móvil,8.4,Regular,Rara vez,Excelente,2.61,,Normal,Frecuentemente,NO,NO,NO,NO,NO,0.5,8.7,1,9.9,14.02,6,Bajo
GD0446,18,Masculino,8.1,Juegos móviles,Genshin Impact,Multi-plataforma,4.2,Mala,Siempre,Por debajo del promedio,3.21,,Enojado,Diariamente,SI,SI,NO,NO,NO,0.8,4.8,4,6.1,67.44,6,Alto
GD0449,21,Masculino,9.1,Strategy,Age of Empires,Multi-plataforma,5.3,Muy Mala,Nunca,Deficiente,1.88,4,Ansioso,Diariamente,NO,SI,SI,SI,SI,1.5,3.8,4,7.1,493.27,11,Severo
GD0452,21,Masculino,5,Strategy,Age of Empires,PC,6.6,Buena,Rara vez,Bueno,1.65,8,Deprimido,Nunca,NO,NO,NO,NO,NO,1.4,8.8,3,6.8,25.71,1,Bajo
GD0453,15,Masculino,3.7,MOBA,League of Legends,PC,6.6,Muy Mala,Rara vez,Bueno,1.51,,Inquieto,Frecuentemente,NO,NO,NO,NO,NO,0.2,7.1,2,10.3,19.24,1,Bajo
GD0455,26,Masculino,5.4,RPG,Elden Ring,Consola,5.7,Mala,Rara vez,Promedio,,2,Inquieto,Frecuentemente,NO,NO,NO,NO,NO,0.6,9.1,3,11.4,118.39,12,Bajo
GD0456,15,Masculino,6.8,MOBA,Dota 2,PC,4.5,Mala,Frecuentemente,Deficiente,1.93,,Irritable,Frecuentemente,NO,NO,NO,SI,NO,1.4,6.3,4,8.5,25.24,5,Bajo
